date,store_id,store_region,sku_id,category,our_price,competitor_price,unit_cost,promotion_flag,is_holiday,available_stock,units_sold,stockout_flag
2024-06-24,PG_01,Penang,SKU_025,Household,7.93,9.97,6.28,1,0,45,24,0
2024-06-25,PG_01,Penang,SKU_025,Household,8.5,10.05,6.28,0,0,17,15,0
2024-06-26,PG_01,Penang,SKU_025,Household,8.69,9.99,6.28,0,0,27,18,0
2024-06-27,PG_01,Penang,SKU_025,Household,9.13,10.0,6.28,0,0,26,26,1
2024-06-28,PG_01,Penang,SKU_025,Household,9.21,10.22,6.28,0,0,37,20,0
2024-06-29,PG_01,Penang,SKU_025,Household,8.85,10.12,6.28,0,0,51,19,0
2024-06-30,PG_01,Penang,SKU_025,Household,8.25,10.12,6.28,0,0,50,23,0
2024-07-01,PG_01,Penang,SKU_025,Household,8.08,10.2,6.28,1,0,40,37,0
2024-07-02,PG_01,Penang,SKU_025,Household,9.28,10.41,6.28,0,0,49,14,0
2024-07-03,PG_01,Penang,SKU_025,Household,9.49,10.35,6.28,0,0,39,20,0
2024-07-04,PG_01,Penang,SKU_025,Household,9.54,10.34,6.28,0,0,41,21,0
2024-07-05,PG_01,Penang,SKU_025,Household,9.43,10.27,6.28,0,0,44,20,0
2024-07-06,PG_01,Penang,SKU_025,Household,9.28,10.18,6.28,0,0,35,27,0
2024-07-07,PG_01,Penang,SKU_025,Household,9.78,10.15,6.28,0,0,32,22,0
2024-07-08,PG_01,Penang,SKU_025,Household,9.5,10.22,6.28,0,0,40,22,0
2024-07-09,PG_01,Penang,SKU_025,Household,9.24,10.15,6.28,0,0,30,19,0
2024-07-10,PG_01,Penang,SKU_025,Household,9.78,10.22,6.28,0,0,36,15,0
2024-07-11,PG_01,Penang,SKU_025,Household,9.65,10.33,6.28,0,0,8,8,1
2024-07-12,PG_01,Penang,SKU_025,Household,9.27,10.43,6.28,0,0,54,28,0
2024-07-13,PG_01,Penang,SKU_025,Household,9.24,10.54,6.28,0,0,34,26,0
2024-07-14,PG_01,Penang,SKU_025,Household,9.75,10.41,6.28,0,0,32,22,0
2024-07-15,PG_01,Penang,SKU_025,Household,8.27,10.47,6.28,1,0,27,27,1
2024-07-16,PG_01,Penang,SKU_025,Household,9.31,10.46,6.28,0,0,16,14,0
2024-07-17,PG_01,Penang,SKU_025,Household,9.63,10.43,6.28,0,0,27,19,0
2024-07-18,PG_01,Penang,SKU_025,Household,9.66,10.48,6.28,0,0,55,17,0
2024-07-19,PG_01,Penang,SKU_025,Household,10.26,10.5,6.28,0,0,24,24,1
2024-07-20,PG_01,Penang,SKU_025,Household,10.14,10.37,6.28,0,0,24,23,0
2024-07-21,PG_01,Penang,SKU_025,Household,9.05,10.48,6.28,1,0,36,17,0
2024-07-22,PG_01,Penang,SKU_025,Household,10.26,10.63,6.28,0,0,28,9,0
2024-07-23,PG_01,Penang,SKU_025,Household,9.98,10.61,6.28,0,0,33,16,0
2024-07-24,PG_01,Penang,SKU_025,Household,9.61,10.62,6.28,0,0,27,12,0
2024-07-25,PG_01,Penang,SKU_025,Household,9.54,10.7,6.28,0,0,40,17,0
2024-07-26,PG_01,Penang,SKU_025,Household,9.91,10.37,6.28,0,0,36,15,0
2024-07-27,PG_01,Penang,SKU_025,Household,9.88,10.35,6.28,0,0,30,12,0
2024-07-28,PG_01,Penang,SKU_025,Household,9.45,10.07,6.28,0,0,29,17,0
2024-07-29,PG_01,Penang,SKU_025,Household,9.27,10.06,6.28,0,0,20,9,0
2024-07-30,PG_01,Penang,SKU_025,Household,9.48,9.82,6.28,0,0,8,8,1
2024-07-31,PG_01,Penang,SKU_025,Household,9.65,9.8,6.28,0,0,28,14,0
2024-08-01,PG_01,Penang,SKU_025,Household,9.5,9.92,6.28,0,0,34,21,0
2024-08-02,PG_01,Penang,SKU_025,Household,9.48,9.82,6.28,0,0,35,14,0
2024-08-03,PG_01,Penang,SKU_025,Household,9.4,10.01,6.28,0,0,56,21,0
2024-08-04,PG_01,Penang,SKU_025,Household,9.74,10.08,6.28,0,0,14,14,1
2024-08-05,PG_01,Penang,SKU_025,Household,10.06,10.19,6.28,0,0,42,11,0
2024-08-06,PG_01,Penang,SKU_025,Household,9.48,10.26,6.28,0,0,15,15,1
2024-08-07,PG_01,Penang,SKU_025,Household,9.63,10.28,6.28,0,0,26,26,1
2024-08-08,PG_01,Penang,SKU_025,Household,8.91,10.3,6.28,1,0,49,10,0
2024-08-09,PG_01,Penang,SKU_025,Household,9.57,10.35,6.28,0,0,22,10,0
2024-08-10,PG_01,Penang,SKU_025,Household,11.13,10.33,6.28,0,0,15,14,0
2024-08-11,PG_01,Penang,SKU_025,Household,10.93,10.49,6.28,0,0,22,7,0
2024-08-12,PG_01,Penang,SKU_025,Household,9.64,10.59,6.28,0,0,32,16,0
2024-08-13,PG_01,Penang,SKU_025,Household,10.03,10.53,6.28,0,0,22,18,0
2024-08-14,PG_01,Penang,SKU_025,Household,8.52,10.58,6.28,1,0,37,13,0
2024-08-15,PG_01,Penang,SKU_025,Household,9.32,10.59,6.28,0,0,20,19,0
2024-08-16,PG_01,Penang,SKU_025,Household,8.43,10.61,6.28,1,0,56,19,0
2024-08-17,PG_01,Penang,SKU_025,Household,9.09,10.56,6.28,0,0,44,17,0
2024-08-18,PG_01,Penang,SKU_025,Household,10.01,10.61,6.28,0,0,32,9,0
2024-08-19,PG_01,Penang,SKU_025,Household,9.86,10.67,6.28,0,0,8,8,1
2024-08-20,PG_01,Penang,SKU_025,Household,9.88,10.71,6.28,0,0,15,15,1
2024-08-21,PG_01,Penang,SKU_025,Household,10.12,10.8,6.28,0,0,15,15,1
2024-08-22,PG_01,Penang,SKU_025,Household,8.68,10.76,6.28,1,0,43,39,0
2024-08-23,PG_01,Penang,SKU_025,Household,9.78,10.84,6.28,0,0,34,17,0
2024-08-24,PG_01,Penang,SKU_025,Household,10.16,10.79,6.28,0,0,38,15,0
2024-08-25,PG_01,Penang,SKU_025,Household,10.17,10.69,6.28,0,0,33,8,0
2024-08-26,PG_01,Penang,SKU_025,Household,10.38,10.72,6.28,0,0,19,9,0
2024-08-27,PG_01,Penang,SKU_025,Household,9.61,10.84,6.28,0,0,27,6,0
2024-08-28,PG_01,Penang,SKU_025,Household,10.05,10.8,6.28,0,0,19,19,1
2024-08-29,PG_01,Penang,SKU_025,Household,10.0,10.71,6.28,0,0,38,12,0
2024-08-30,PG_01,Penang,SKU_025,Household,10.78,10.9,6.28,0,0,11,11,1
2024-08-31,PG_01,Penang,SKU_025,Household,10.49,10.77,6.28,0,0,30,16,0
2024-09-01,PG_01,Penang,SKU_025,Household,10.04,10.59,6.28,0,0,31,14,0
2024-09-02,PG_01,Penang,SKU_025,Household,9.36,10.77,6.28,1,0,20,20,1
2024-09-03,PG_01,Penang,SKU_025,Household,9.02,10.83,6.28,0,0,38,12,0
2024-09-04,PG_01,Penang,SKU_025,Household,9.42,10.94,6.28,0,0,37,18,0
2024-09-05,PG_01,Penang,SKU_025,Household,10.51,10.88,6.28,0,0,21,17,0
2024-09-06,PG_01,Penang,SKU_025,Household,9.71,10.8,6.28,0,0,46,11,0
2024-09-07,PG_01,Penang,SKU_025,Household,9.54,10.89,6.28,0,0,22,11,0
2024-09-08,PG_01,Penang,SKU_025,Household,9.88,10.88,6.28,0,0,28,17,0
2024-09-09,PG_01,Penang,SKU_025,Household,9.9,10.69,6.28,0,0,11,11,1
2024-09-10,PG_01,Penang,SKU_025,Household,10.46,10.85,6.28,0,0,23,12,0
2024-09-11,PG_01,Penang,SKU_025,Household,9.59,10.89,6.28,0,0,42,23,0
2024-09-12,PG_01,Penang,SKU_025,Household,9.21,11.06,6.28,1,0,56,38,0
2024-09-13,PG_01,Penang,SKU_025,Household,10.62,11.07,6.28,0,0,34,5,0
2024-09-14,PG_01,Penang,SKU_025,Household,11.02,10.99,6.28,0,0,31,10,0
2024-09-15,PG_01,Penang,SKU_025,Household,10.89,10.75,6.28,0,0,27,19,0
2024-09-16,PG_01,Penang,SKU_025,Household,10.81,10.91,6.28,0,0,25,18,0
2024-09-17,PG_01,Penang,SKU_025,Household,10.5,10.87,6.28,0,0,19,10,0
2024-09-18,PG_01,Penang,SKU_025,Household,9.68,10.7,6.28,0,0,31,22,0
2024-09-19,PG_01,Penang,SKU_025,Household,9.04,10.64,6.28,1,0,47,34,0
2024-09-20,PG_01,Penang,SKU_025,Household,9.55,10.53,6.28,0,0,13,13,1
2024-09-21,PG_01,Penang,SKU_025,Household,8.5,10.62,6.28,1,0,46,35,0
2024-09-22,PG_01,Penang,SKU_025,Household,8.06,10.56,6.28,1,0,50,26,0
2024-09-23,PG_01,Penang,SKU_025,Household,8.82,10.3,6.28,0,0,26,18,0
2024-09-24,PG_01,Penang,SKU_025,Household,9.04,10.41,6.28,0,0,25,20,0
2024-09-25,PG_01,Penang,SKU_025,Household,8.78,10.26,6.28,0,0,48,17,0
2024-09-26,PG_01,Penang,SKU_025,Household,9.2,10.14,6.28,0,0,24,9,0
2024-09-27,PG_01,Penang,SKU_025,Household,9.76,10.33,6.28,0,0,29,19,0
2024-09-28,PG_01,Penang,SKU_025,Household,9.99,10.3,6.28,0,0,37,16,0
2024-09-29,PG_01,Penang,SKU_025,Household,9.44,10.35,6.28,0,0,16,12,0
2024-09-30,PG_01,Penang,SKU_025,Household,10.14,10.38,6.28,0,0,28,13,0
2024-10-01,PG_01,Penang,SKU_025,Household,10.2,10.39,6.28,0,0,41,15,0
2024-10-02,PG_01,Penang,SKU_025,Household,9.47,10.5,6.28,0,0,21,21,1
2024-10-03,PG_01,Penang,SKU_025,Household,9.81,10.43,6.28,0,0,29,14,0
2024-10-04,PG_01,Penang,SKU_025,Household,10.16,10.32,6.28,0,0,17,16,0
2024-10-05,PG_01,Penang,SKU_025,Household,8.72,10.42,6.28,1,0,77,34,0
2024-10-06,PG_01,Penang,SKU_025,Household,9.26,10.49,6.28,0,0,42,12,0
2024-10-07,PG_01,Penang,SKU_025,Household,9.83,10.55,6.28,0,0,8,8,1
2024-10-08,PG_01,Penang,SKU_025,Household,9.77,10.67,6.28,0,0,31,10,0
2024-10-09,PG_01,Penang,SKU_025,Household,9.2,10.59,6.28,1,0,38,23,0
2024-10-10,PG_01,Penang,SKU_025,Household,9.75,10.46,6.28,0,0,8,8,1
2024-10-11,PG_01,Penang,SKU_025,Household,10.01,10.58,6.28,0,0,29,17,0
2024-10-12,PG_01,Penang,SKU_025,Household,9.87,10.83,6.28,0,0,12,12,1
2024-10-13,PG_01,Penang,SKU_025,Household,9.79,10.94,6.28,0,0,30,12,0
2024-10-14,PG_01,Penang,SKU_025,Household,10.3,11.18,6.28,0,0,15,15,1
2024-10-15,PG_01,Penang,SKU_025,Household,9.12,11.11,6.28,1,0,43,30,0
2024-10-16,PG_01,Penang,SKU_025,Household,9.72,11.06,6.28,0,0,12,12,1
2024-10-17,PG_01,Penang,SKU_025,Household,9.81,10.97,6.28,0,0,34,13,0
2024-10-18,PG_01,Penang,SKU_025,Household,10.78,11.18,6.28,0,0,28,10,0
2024-10-19,PG_01,Penang,SKU_025,Household,11.23,11.34,6.28,0,0,20,18,0
2024-10-20,PG_01,Penang,SKU_025,Household,10.58,11.23,6.28,0,0,28,18,0
2024-10-21,PG_01,Penang,SKU_025,Household,11.13,11.31,6.28,0,0,16,4,0
2024-10-22,PG_01,Penang,SKU_025,Household,10.95,11.26,6.28,0,0,30,15,0
2024-10-23,PG_01,Penang,SKU_025,Household,10.23,11.2,6.28,0,0,27,13,0
2024-10-24,PG_01,Penang,SKU_025,Household,10.7,11.33,6.28,0,0,33,26,0
2024-10-25,PG_01,Penang,SKU_025,Household,10.89,11.4,6.28,0,0,37,16,0
2024-10-26,PG_01,Penang,SKU_025,Household,10.74,11.42,6.28,0,0,34,16,0
2024-10-27,PG_01,Penang,SKU_025,Household,10.48,11.5,6.28,0,0,30,18,0
2024-10-28,PG_01,Penang,SKU_025,Household,10.26,11.36,6.28,0,0,31,8,0
2024-10-29,PG_01,Penang,SKU_025,Household,10.91,11.66,6.28,0,0,13,13,1
2024-10-30,PG_01,Penang,SKU_025,Household,11.08,11.91,6.28,0,0,20,11,0
2024-10-31,PG_01,Penang,SKU_025,Household,10.54,12.07,6.28,0,0,34,7,0
2024-11-01,PG_01,Penang,SKU_025,Household,11.05,12.06,6.28,0,0,27,21,0
2024-11-02,PG_01,Penang,SKU_025,Household,10.27,12.12,6.28,0,0,27,26,0
2024-11-03,PG_01,Penang,SKU_025,Household,9.21,12.05,6.28,1,0,46,23,0
2024-11-04,PG_01,Penang,SKU_025,Household,9.81,12.1,6.28,0,0,12,6,0
2024-11-05,PG_01,Penang,SKU_025,Household,10.0,12.07,6.28,0,0,11,11,1
2024-11-06,PG_01,Penang,SKU_025,Household,10.41,12.03,6.28,0,0,23,4,0
2024-11-07,PG_01,Penang,SKU_025,Household,11.19,11.78,6.28,0,0,24,11,0
2024-11-08,PG_01,Penang,SKU_025,Household,11.65,11.99,6.28,0,0,22,16,0
2024-11-09,PG_01,Penang,SKU_025,Household,11.99,11.98,6.28,0,0,26,12,0
2024-11-10,PG_01,Penang,SKU_025,Household,12.54,12.05,6.28,0,0,11,11,1
2024-11-11,PG_01,Penang,SKU_025,Household,12.17,12.11,6.28,0,0,8,8,1
2024-11-12,PG_01,Penang,SKU_025,Household,12.01,12.21,6.28,0,0,23,16,0
2024-11-13,PG_01,Penang,SKU_025,Household,12.04,12.31,6.28,0,0,16,14,0
2024-11-14,PG_01,Penang,SKU_025,Household,12.22,12.45,6.28,0,0,15,15,1
2024-11-15,PG_01,Penang,SKU_025,Household,12.09,12.42,6.28,0,0,26,14,0
2024-11-16,PG_01,Penang,SKU_025,Household,11.8,12.34,6.28,0,0,8,8,1
2024-11-17,PG_01,Penang,SKU_025,Household,11.08,12.58,6.28,0,0,29,16,0
2024-11-18,PG_01,Penang,SKU_025,Household,11.38,12.26,6.28,0,0,12,10,0
2024-11-19,PG_01,Penang,SKU_025,Household,11.08,12.11,6.28,0,0,21,8,0
2024-11-20,PG_01,Penang,SKU_025,Household,10.56,11.94,6.28,0,0,31,24,0
2024-11-21,PG_01,Penang,SKU_025,Household,10.54,11.86,6.28,0,0,27,9,0
2024-11-22,PG_01,Penang,SKU_025,Household,9.81,11.96,6.28,1,0,49,15,0
2024-11-23,PG_01,Penang,SKU_025,Household,11.43,12.11,6.28,0,0,39,15,0
2024-11-24,PG_01,Penang,SKU_025,Household,10.56,11.93,6.28,0,0,24,10,0
2024-11-25,PG_01,Penang,SKU_025,Household,10.54,11.85,6.28,0,0,32,13,0
2024-11-26,PG_01,Penang,SKU_025,Household,10.55,11.79,6.28,0,0,25,11,0
2024-11-27,PG_01,Penang,SKU_025,Household,11.42,11.7,6.28,0,0,29,22,0
2024-11-28,PG_01,Penang,SKU_025,Household,10.94,11.78,6.28,0,0,16,16,1
2024-11-29,PG_01,Penang,SKU_025,Household,10.68,11.69,6.28,0,0,34,14,0
2024-11-30,PG_01,Penang,SKU_025,Household,9.49,11.64,6.28,1,0,55,29,0
2024-12-01,PG_01,Penang,SKU_025,Household,10.78,11.7,6.28,0,0,43,16,0
2024-12-02,PG_01,Penang,SKU_025,Household,10.3,11.75,6.28,0,0,11,11,1
2024-12-03,PG_01,Penang,SKU_025,Household,9.14,11.54,6.28,1,0,56,15,0
2024-12-04,PG_01,Penang,SKU_025,Household,9.67,11.64,6.28,0,0,23,18,0
2024-12-05,PG_01,Penang,SKU_025,Household,10.03,11.71,6.28,0,0,12,12,1
2024-12-06,PG_01,Penang,SKU_025,Household,10.92,11.92,6.28,0,0,15,12,0
2024-12-07,PG_01,Penang,SKU_025,Household,10.94,11.92,6.28,0,0,30,12,0
2024-12-08,PG_01,Penang,SKU_025,Household,10.63,11.87,6.28,0,0,34,18,0
2024-12-09,PG_01,Penang,SKU_025,Household,11.25,11.99,6.28,0,0,16,14,0
2024-12-10,PG_01,Penang,SKU_025,Household,11.53,12.19,6.28,0,0,19,19,1
2024-12-11,PG_01,Penang,SKU_025,Household,11.09,12.0,6.28,0,0,25,22,0
2024-12-12,PG_01,Penang,SKU_025,Household,9.65,11.93,6.28,1,0,37,12,0
2024-12-13,PG_01,Penang,SKU_025,Household,10.19,11.8,6.28,0,0,46,21,0
2024-12-14,PG_01,Penang,SKU_025,Household,9.96,12.08,6.28,0,0,25,20,0
2024-12-15,PG_01,Penang,SKU_025,Household,10.03,11.96,6.28,0,0,29,14,0
2024-12-16,PG_01,Penang,SKU_025,Household,10.01,12.01,6.28,0,0,9,9,1
2024-12-17,PG_01,Penang,SKU_025,Household,11.0,12.0,6.28,0,0,35,14,0
2024-12-18,PG_01,Penang,SKU_025,Household,10.75,12.06,6.28,0,0,39,18,0
2024-12-19,PG_01,Penang,SKU_025,Household,10.85,12.07,6.28,0,0,24,10,0
2024-12-20,PG_01,Penang,SKU_025,Household,10.6,11.96,6.28,0,1,34,21,0
2024-12-21,PG_01,Penang,SKU_025,Household,10.48,11.67,6.28,0,1,36,20,0
2024-12-22,PG_01,Penang,SKU_025,Household,11.04,11.54,6.28,0,1,55,24,0
2024-12-23,PG_01,Penang,SKU_025,Household,11.0,11.67,6.28,0,1,29,22,0
2024-12-24,PG_01,Penang,SKU_025,Household,11.26,11.54,6.28,0,1,24,24,1
2024-12-25,PG_01,Penang,SKU_025,Household,10.78,11.44,6.28,0,1,26,20,0
2024-12-26,PG_01,Penang,SKU_025,Household,10.91,11.37,6.28,0,1,25,10,0
2024-12-27,PG_01,Penang,SKU_025,Household,10.64,11.42,6.28,0,1,29,16,0
2024-12-28,PG_01,Penang,SKU_025,Household,11.25,11.55,6.28,0,1,31,6,0
2024-12-29,PG_01,Penang,SKU_025,Household,11.6,11.68,6.28,0,1,28,15,0
2024-12-30,PG_01,Penang,SKU_025,Household,10.01,11.51,6.28,1,1,64,15,0
2024-12-31,PG_01,Penang,SKU_025,Household,10.05,11.57,6.28,0,1,20,20,1
2025-01-01,PG_01,Penang,SKU_025,Household,10.28,11.53,6.28,0,1,50,18,0
2025-01-02,PG_01,Penang,SKU_025,Household,9.8,11.51,6.28,0,1,52,11,0
2025-01-03,PG_01,Penang,SKU_025,Household,9.92,11.31,6.28,0,1,40,14,0
2025-01-04,PG_01,Penang,SKU_025,Household,10.39,11.41,6.28,0,1,39,9,0
2025-01-05,PG_01,Penang,SKU_025,Household,10.17,11.57,6.28,0,0,51,16,0
2025-01-06,PG_01,Penang,SKU_025,Household,10.38,11.47,6.28,0,0,20,20,1
2025-01-07,PG_01,Penang,SKU_025,Household,10.26,11.38,6.28,0,0,18,18,1
2025-01-08,PG_01,Penang,SKU_025,Household,10.06,11.3,6.28,0,0,22,13,0
2025-01-09,PG_01,Penang,SKU_025,Household,10.81,11.2,6.28,0,0,22,13,0
2025-01-10,PG_01,Penang,SKU_025,Household,10.67,11.11,6.28,0,0,30,24,0
2025-01-11,PG_01,Penang,SKU_025,Household,10.6,11.2,6.28,0,0,51,24,0
2025-01-12,PG_01,Penang,SKU_025,Household,10.23,11.23,6.28,0,0,20,8,0
2025-01-13,PG_01,Penang,SKU_025,Household,10.42,11.16,6.28,0,0,29,27,0
2025-01-14,PG_01,Penang,SKU_025,Household,9.84,10.99,6.28,0,0,17,17,1
2025-01-15,PG_01,Penang,SKU_025,Household,8.45,11.13,6.28,1,0,52,36,0
2025-01-16,PG_01,Penang,SKU_025,Household,9.47,11.14,6.28,0,0,31,22,0
2025-01-17,PG_01,Penang,SKU_025,Household,9.18,11.2,6.28,1,0,63,27,0
2025-01-18,PG_01,Penang,SKU_025,Household,9.37,11.08,6.28,0,0,44,40,0
2025-01-19,PG_01,Penang,SKU_025,Household,8.69,11.07,6.28,1,0,76,28,0
2025-01-20,PG_01,Penang,SKU_025,Household,9.63,11.3,6.28,0,0,38,12,0
2025-01-21,PG_01,Penang,SKU_025,Household,9.94,11.34,6.28,0,0,13,13,1
2025-01-22,PG_01,Penang,SKU_025,Household,8.62,11.34,6.28,1,0,69,50,0
2025-01-23,PG_01,Penang,SKU_025,Household,9.41,11.37,6.28,0,0,24,14,0
2025-01-24,PG_01,Penang,SKU_025,Household,10.26,11.15,6.28,0,0,18,18,1
2025-01-25,PG_01,Penang,SKU_025,Household,10.72,11.27,6.28,0,0,38,6,0
2025-01-26,PG_01,Penang,SKU_025,Household,10.45,11.2,6.28,0,0,54,24,0
2025-01-27,PG_01,Penang,SKU_025,Household,9.82,11.15,6.28,0,0,24,15,0
2025-01-28,PG_01,Penang,SKU_025,Household,10.87,11.2,6.28,0,0,31,14,0
2025-01-29,PG_01,Penang,SKU_025,Household,10.76,11.12,6.28,0,0,36,23,0
2025-01-30,PG_01,Penang,SKU_025,Household,10.69,11.22,6.28,0,0,34,14,0
2025-01-31,PG_01,Penang,SKU_025,Household,10.86,11.11,6.28,0,0,35,19,0
2025-02-01,PG_01,Penang,SKU_025,Household,10.97,11.07,6.28,0,1,26,9,0
2025-02-02,PG_01,Penang,SKU_025,Household,9.55,11.05,6.28,1,1,68,37,0
2025-02-03,PG_01,Penang,SKU_025,Household,9.9,10.96,6.28,0,1,32,17,0
2025-02-04,PG_01,Penang,SKU_025,Household,10.5,10.86,6.28,0,1,36,12,0
2025-02-05,PG_01,Penang,SKU_025,Household,10.89,10.8,6.28,0,0,28,8,0
2025-02-06,PG_01,Penang,SKU_025,Household,10.33,10.82,6.28,0,0,22,13,0
2025-02-07,PG_01,Penang,SKU_025,Household,10.9,10.92,6.28,0,0,25,15,0
2025-02-08,PG_01,Penang,SKU_025,Household,10.48,10.81,6.28,0,0,36,13,0
2025-02-09,PG_01,Penang,SKU_025,Household,10.72,10.78,6.28,0,0,12,12,1
2025-02-10,PG_01,Penang,SKU_025,Household,10.7,10.75,6.28,0,0,32,19,0
2025-02-11,PG_01,Penang,SKU_025,Household,10.78,10.82,6.28,0,0,30,27,0
2025-02-12,PG_01,Penang,SKU_025,Household,10.09,10.53,6.28,0,0,53,14,0
2025-02-13,PG_01,Penang,SKU_025,Household,9.79,10.9,6.28,0,0,34,19,0
2025-02-14,PG_01,Penang,SKU_025,Household,10.6,11.04,6.28,0,0,36,15,0
2025-02-15,PG_01,Penang,SKU_025,Household,11.11,10.96,6.28,0,0,39,21,0
2025-02-16,PG_01,Penang,SKU_025,Household,11.32,10.93,6.28,0,0,25,25,1
2025-02-17,PG_01,Penang,SKU_025,Household,10.61,10.91,6.28,0,0,26,14,0
2025-02-18,PG_01,Penang,SKU_025,Household,10.08,10.85,6.28,0,0,30,16,0
2025-02-19,PG_01,Penang,SKU_025,Household,9.14,10.9,6.28,1,0,41,18,0
2025-02-20,PG_01,Penang,SKU_025,Household,9.24,10.79,6.28,0,0,42,36,0
2025-02-21,PG_01,Penang,SKU_025,Household,9.36,10.7,6.28,0,0,46,9,0
2025-02-22,PG_01,Penang,SKU_025,Household,9.85,10.66,6.28,0,0,49,27,0
2025-02-23,PG_01,Penang,SKU_025,Household,9.75,10.68,6.28,0,0,36,17,0
2025-02-24,PG_01,Penang,SKU_025,Household,9.52,10.86,6.28,0,0,32,23,0
2025-02-25,PG_01,Penang,SKU_025,Household,10.36,10.71,6.28,0,0,27,18,0
2025-02-26,PG_01,Penang,SKU_025,Household,10.17,10.63,6.28,0,0,30,13,0
2025-02-27,PG_01,Penang,SKU_025,Household,9.57,10.52,6.28,0,0,31,31,1
2025-02-28,PG_01,Penang,SKU_025,Household,9.44,10.63,6.28,0,0,46,29,0
2025-03-01,PG_01,Penang,SKU_025,Household,9.64,10.74,6.28,0,0,48,16,0
2025-03-02,PG_01,Penang,SKU_025,Household,9.64,10.48,6.28,0,0,51,26,0
2025-03-03,PG_01,Penang,SKU_025,Household,9.97,10.48,6.28,0,0,30,6,0
2025-03-04,PG_01,Penang,SKU_025,Household,9.74,10.4,6.28,0,0,33,17,0
2025-03-05,PG_01,Penang,SKU_025,Household,10.05,10.32,6.28,0,0,27,15,0
2025-03-06,PG_01,Penang,SKU_025,Household,9.88,10.23,6.28,0,0,35,21,0
2025-03-07,PG_01,Penang,SKU_025,Household,9.7,10.43,6.28,0,0,42,27,0
2025-03-08,PG_01,Penang,SKU_025,Household,9.69,10.39,6.28,0,0,34,17,0
2025-03-09,PG_01,Penang,SKU_025,Household,9.86,10.31,6.28,0,0,42,21,0
2025-03-10,PG_01,Penang,SKU_025,Household,9.64,10.2,6.28,0,0,23,23,1
2025-03-11,PG_01,Penang,SKU_025,Household,10.11,10.28,6.28,0,0,33,31,0
2025-03-12,PG_01,Penang,SKU_025,Household,9.02,10.2,6.28,0,0,21,21,1
2025-03-13,PG_01,Penang,SKU_025,Household,9.6,10.36,6.28,0,0,26,13,0
2025-03-14,PG_01,Penang,SKU_025,Household,10.56,10.64,6.28,0,0,34,6,0
2025-03-15,PG_01,Penang,SKU_025,Household,10.47,10.44,6.28,0,0,45,12,0
2025-03-16,PG_01,Penang,SKU_025,Household,9.7,10.5,6.28,0,0,48,15,0
2025-03-17,PG_01,Penang,SKU_025,Household,9.29,10.39,6.28,0,0,35,24,0
2025-03-18,PG_01,Penang,SKU_025,Household,8.85,10.33,6.28,1,0,50,34,0
2025-03-19,PG_01,Penang,SKU_025,Household,7.91,10.24,6.28,1,0,43,37,0
2025-03-20,PG_01,Penang,SKU_025,Household,8.71,10.32,6.28,0,0,27,26,0
2025-03-21,PG_01,Penang,SKU_025,Household,9.73,10.4,6.28,0,0,46,11,0
2025-03-22,PG_01,Penang,SKU_025,Household,10.05,10.23,6.28,0,0,27,20,0
2025-03-23,PG_01,Penang,SKU_025,Household,9.74,10.29,6.28,0,0,44,23,0
2025-03-24,PG_01,Penang,SKU_025,Household,9.41,10.32,6.28,0,0,35,17,0
2025-03-25,PG_01,Penang,SKU_025,Household,9.48,10.4,6.28,0,0,50,23,0
2025-03-26,PG_01,Penang,SKU_025,Household,9.74,10.3,6.28,0,0,25,19,0
2025-03-27,PG_01,Penang,SKU_025,Household,9.37,10.22,6.28,0,0,44,21,0
2025-03-28,PG_01,Penang,SKU_025,Household,9.3,10.02,6.28,0,0,57,28,0
2025-03-29,PG_01,Penang,SKU_025,Household,9.43,9.85,6.28,0,0,36,30,0
2025-03-30,PG_01,Penang,SKU_025,Household,9.56,9.74,6.28,0,0,44,22,0
2025-03-31,PG_01,Penang,SKU_025,Household,8.56,9.85,6.28,1,0,40,23,0
2025-04-01,PG_01,Penang,SKU_025,Household,9.45,9.73,6.28,0,0,18,12,0
2025-04-02,PG_01,Penang,SKU_025,Household,8.74,9.82,6.28,1,0,69,17,0
2025-04-03,PG_01,Penang,SKU_025,Household,8.98,9.72,6.28,0,0,35,34,0
2025-04-04,PG_01,Penang,SKU_025,Household,9.13,9.88,6.28,0,0,41,21,0
2025-04-05,PG_01,Penang,SKU_025,Household,9.1,10.05,6.28,0,0,51,20,0
2025-04-06,PG_01,Penang,SKU_025,Household,9.44,10.13,6.28,0,0,41,18,0
2025-04-07,PG_01,Penang,SKU_025,Household,9.93,10.01,6.28,0,0,38,23,0
2025-04-08,PG_01,Penang,SKU_025,Household,9.9,10.04,6.28,0,0,34,17,0
2025-04-09,PG_01,Penang,SKU_025,Household,10.04,10.12,6.28,0,0,26,18,0
2025-04-10,PG_01,Penang,SKU_025,Household,8.98,10.09,6.28,1,0,66,46,0
2025-04-11,PG_01,Penang,SKU_025,Household,9.32,10.09,6.28,0,0,59,30,0
2025-04-12,PG_01,Penang,SKU_025,Household,9.6,9.96,6.28,0,0,40,25,0
2025-04-13,PG_01,Penang,SKU_025,Household,9.34,9.68,6.28,0,0,34,15,0
2025-04-14,PG_01,Penang,SKU_025,Household,9.5,9.68,6.28,0,0,22,17,0
2025-04-15,PG_01,Penang,SKU_025,Household,10.1,9.78,6.28,0,0,29,18,0
